UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency,Brand
1229,Camera,1,0,0,2,3,0,Leica
1230,Smart Speaker,1,0,0,2,16,0,Amazon Echo
1231,Smart Speaker,7,6,0,4,12,0,Google Nest
1232,Microwave,4,7,1,3,15,1,Bosch
1233,Camera,4,3,1,1,53,1,GoPro
1234,Washing Machine,1,3,1,4,4,1,Godrej Appliances
1235,Washing Machine,5,3,1,2,23,1,Whirlpool
1236,Lights,7,7,1,0,27,1,Havells
1237,Smart Speaker,7,1,1,0,39,1,Apple HomePod
1238,Lights,5,9,1,2,43,0,Philips
1239,Induction,1,2,1,2,56,0,Electrolux
1240,Washing Machine,1,10,0,1,37,0,Whirlpool
1241,Thermostat,1,2,0,2,13,0,Lux Products Corporation
1242,Lights,2,8,1,0,43,0,Crompton
1243,Fan,1,2,0,3,37,0,Bajaj Electricals
1244,Microwave,2,1,1,2,40,0,GE Appliances
1245,Camera,3,9,0,1,21,0,GoPro
1246,Smart Speaker,8,9,0,3,29,0,Ultimate Ears
1247,Vacuum Cleaner,5,4,1,1,29,1,Dyson
1248,Security System,7,7,0,3,49,0,Zicom
1249,Air Conditioner,6,6,1,2,11,1,Mitsubishi Electric
1250,Smart Speaker,1,9,1,0,51,0,Sonos
1251,Security System,6,3,0,3,50,0,Zicom
1252,Microwave,2,5,1,4,28,0,LG Electronics
1253,Lights,5,5,0,1,10,0,Philips
1254,Induction,3,4,0,3,5,0,Miele
1255,Vacuum Cleaner,8,9,1,1,56,0,Black+Decker
1256,Lights,2,2,1,0,57,1,Crompton
1257,Dishwasher,2,2,1,1,25,1,Miele
1258,Dishwasher,7,6,1,1,33,1,Bosch
1260,Induction,6,2,0,1,49,0,Frigidaire
1261,Washing Machine,6,4,1,3,33,1,LG Electronics
1262,Security System,7,9,0,1,25,0,eSSL Security
1263,Washing Machine,8,3,1,2,33,1,Panasonic
1264,Air Conditioner,8,7,0,1,55,0,Samsung
1265,Camera,1,7,0,2,54,0,Nikon
1266,Induction,7,5,0,1,9,0,Frigidaire
1267,Security System,5,9,0,1,27,0,Zicom
1268,Washing Machine,5,7,0,3,25,0,Godrej Appliances
1269,Induction,1,5,1,2,4,1,Whirlpool
1270,Security System,5,6,0,2,9,0,Dahua Technology India
1271,Vacuum Cleaner,8,7,1,4,46,0,Black+Decker
1272,Lights,7,6,0,1,15,0,Wipro Lighting
1273,Vacuum Cleaner,4,9,1,1,16,1,Miele
1275,Smart Speaker,3,3,0,4,13,0,Sony
1276,Smart Speaker,7,2,1,4,14,1,Google Nest
1277,Thermostat,6,0,1,3,22,1,Ecobee
1278,Washing Machine,4,1,0,2,21,0,Samsung
1279,Camera,1,9,0,0,9,0,Nikon
1280,Fridge,4,7,1,3,55,0,Siemens
1281,Lights,4,7,0,2,41,0,Eveready
1282,Microwave,7,6,0,4,53,0,GE Appliances
1283,Lights,5,9,1,3,4,1,Osram
1284,Vacuum Cleaner,3,5,0,0,10,0,Electrolux
1285,Smart Speaker,4,9,0,1,35,0,Sony
1286,Fridge,1,4,1,3,53,0,Samsung
1287,Fan,8,9,0,0,9,0,Anchor Electricals
1288,Lights,3,7,1,0,51,1,GE Lighting
1289,Fridge,4,3,1,3,48,1,Bosch
1290,Washing Machine,3,6,0,2,16,0,IFB
1291,Induction,6,5,0,3,49,0,Frigidaire
1292,Induction,5,1,1,4,18,1,Frigidaire
1293,Dishwasher,6,6,1,0,10,1,KitchenAid
1294,Washing Machine,2,3,0,0,21,0,Voltas Beko
1295,Security System,3,1,1,1,51,0,CP Plus
1296,Vacuum Cleaner,1,9,0,0,54,0,Bissell
1297,Security System,5,6,1,1,15,1,Hikvision India
1299,Dishwasher,5,7,1,0,11,1,Whirlpool
1300,Induction,7,4,0,3,40,0,Electrolux
1301,Microwave,7,5,1,3,54,0,Morphy Richards
1302,Washing Machine,4,7,1,4,48,0,IFB
1303,Thermostat,4,10,1,2,42,0,Schneider Electric
1304,Induction,1,3,1,4,41,0,Bosch
1305,Smart Speaker,5,9,0,0,47,0,JBL
1306,Microwave,7,9,1,4,54,0,Morphy Richards
1307,Microwave,2,7,0,3,37,0,Haier
1308,Dishwasher,3,9,1,0,20,1,LG Electronics
1309,Vacuum Cleaner,7,4,1,0,34,1,iRobot
1310,Fan,7,10,0,4,22,0,Anchor Electricals
1311,Microwave,2,7,0,1,48,0,Haier
1312,Security System,4,1,1,2,18,1,Secureye
1313,Washing Machine,2,9,1,4,16,0,Siemens
1314,Thermostat,1,5,1,4,5,1,Johnson Controls
1315,Induction,7,5,0,2,1,0,Fisher & Paykel
1316,Security System,7,6,1,0,19,1,CP Plus
1317,Air Conditioner,6,2,0,0,10,1,Carrier
1318,Air Conditioner,1,5,1,1,21,1,Panasonic
1319,Fridge,7,8,0,4,13,0,Voltas Beko
1320,Dishwasher,4,0,0,2,55,0,KitchenAid
1321,Vacuum Cleaner,3,3,0,4,24,0,Kenmore
1322,Dishwasher,4,0,1,3,23,1,Samsung
1323,Security System,1,4,1,4,23,1,Hikvision India
1324,Fridge,6,7,0,4,11,0,Siemens
1325,Fan,5,8,0,3,47,0,Superfan
1326,Microwave,2,9,0,3,2,0,Haier
1327,Smart Speaker,2,6,1,2,6,0,Sony
1328,Fan,2,3,1,0,53,1,Superfan
1329,Induction,1,9,1,1,11,0,Bosch
1330,Fan,5,8,0,3,15,0,Orient Electric
1331,Vacuum Cleaner,7,6,1,0,9,1,Miele
1333,Vacuum Cleaner,1,9,1,4,58,0,Shark
1334,Induction,5,7,0,2,59,0,Electrolux
1335,Dishwasher,7,4,1,2,36,1,KitchenAid
1336,Fridge,3,7,1,3,28,1,Siemens
1337,Washing Machine,3,0,1,1,23,1,Voltas Beko
1338,Thermostat,5,4,1,3,27,1,Sensi
1339,Vacuum Cleaner,2,4,1,4,24,1,Eureka
1341,Thermostat,6,0,0,4,54,0,Schneider Electric
1342,Washing Machine,5,1,0,3,35,0,Panasonic
1343,Air Conditioner,5,7,0,1,27,0,Fujitsu
1344,Air Conditioner,6,8,1,0,21,1,LG Electronics
1345,Washing Machine,5,10,1,1,49,0,Godrej Appliances
1346,Camera,2,4,0,3,13,0,Canon
1347,Thermostat,3,6,0,2,8,0,Siemens
1348,Air Conditioner,1,9,0,0,44,0,Haier
1349,Air Conditioner,1,2,1,2,44,0,Carrier
1350,Washing Machine,5,7,1,1,44,0,Godrej Appliances
1351,Smart Speaker,7,8,1,0,59,1,Harman Kardon
1352,Vacuum Cleaner,8,1,0,3,34,0,Shark
1353,Smart Speaker,5,9,0,2,42,0,Bose
1354,Washing Machine,2,8,0,3,23,0,Samsung
1355,Fridge,1,0,1,4,9,1,Godrej Appliances
1356,Security System,7,1,1,0,1,1,Larsen & Toubro (L&T) Technology Services
1357,Fridge,5,1,0,2,36,0,Siemens
1358,Camera,5,3,0,1,55,0,Fujifilm
1359,Lights,6,5,1,1,46,0,Crompton
1360,Smart Speaker,6,5,1,1,16,1,Google Nest
1361,Induction,7,3,0,1,25,0,Whirlpool
1362,Camera,1,9,0,2,18,0,Leica
1363,Washing Machine,6,4,1,4,34,1,IFB
1364,Microwave,7,1,0,1,38,0,Morphy Richards
1365,Dishwasher,2,3,0,1,3,0,Bosch
1366,Camera,5,5,1,1,20,1,Fujifilm
1367,Lights,3,4,0,4,19,0,Wipro Lighting
1368,Security System,8,3,1,0,13,1,Larsen & Toubro (L&T) Technology Services
1370,Induction,5,8,1,1,14,1,Frigidaire
1371,Microwave,1,10,0,1,30,0,Sharp
1372,Induction,6,3,0,0,22,1,Electrolux
1373,Microwave,2,4,0,1,43,0,GE Appliances
1374,Camera,2,6,1,0,48,0,Nikon
1375,Security System,4,7,0,0,43,0,Secureye
1376,Smart Speaker,7,4,0,3,29,0,JBL
1377,Fan,2,9,1,3,50,0,Khaitan Electricals
1378,Fridge,1,6,0,1,2,0,Haier
1379,Washing Machine,6,5,1,2,55,1,Bosch
1380,Dishwasher,4,7,1,3,53,0,Fisher & Paykel
1381,Security System,7,10,1,3,8,1,eSSL Security
1382,Thermostat,1,8,0,2,14,0,Lux Products Corporation
1383,Thermostat,5,0,1,4,34,1,Schneider Electric
1384,Camera,2,3,0,1,13,0,Canon
1385,Fridge,1,5,1,4,10,1,Samsung
1386,Fan,6,3,0,4,8,0,Khaitan Electricals
1387,Fan,5,7,1,0,7,1,Superfan
1388,Smart Speaker,6,8,1,0,13,1,Apple HomePod
1389,Thermostat,3,7,0,1,26,0,Schneider Electric
1390,Air Conditioner,4,10,1,2,56,0,Panasonic
1391,Washing Machine,3,3,0,0,59,0,Siemens
1392,Fan,8,9,1,3,32,1,Khaitan Electricals
1393,Camera,2,8,0,1,19,0,GoPro
1394,Thermostat,2,4,1,4,56,0,Sensi
1395,Fridge,3,7,1,1,15,1,LG Electronics
1396,Fridge,5,1,0,0,54,0,Voltas Beko
1397,Smart Speaker,2,8,1,2,2,0,Google Nest
1398,Security System,7,5,0,4,54,0,Larsen & Toubro (L&T) Technology Services
1399,Vacuum Cleaner,2,3,0,2,37,0,Bissell
1400,Smart Speaker,7,7,1,1,19,1,Bowers & Wilkins
1401,Dishwasher,1,6,1,2,33,0,Miele
1402,Security System,5,2,1,2,39,1,Top Notch Infotronix
1403,Induction,7,0,0,1,50,0,GE Appliances
1404,Vacuum Cleaner,1,4,0,4,33,0,Dyson
1405,Microwave,8,6,1,2,1,1,Panasonic
1406,Washing Machine,4,9,0,2,39,0,LG Electronics
1407,Induction,8,9,1,1,28,1,Fisher & Paykel
1408,Camera,5,5,1,3,17,1,GoPro
1409,Vacuum Cleaner,3,8,1,2,57,0,Hoover
1410,Smart Speaker,2,4,0,0,6,0,Apple HomePod
1411,Lights,3,7,0,4,52,0,Philips
1412,Fridge,1,2,1,2,44,0,Voltas Beko
1413,Air Conditioner,1,4,0,1,20,0,Panasonic
1414,Fan,1,6,1,0,47,0,Gorilla
1415,Thermostat,3,0,1,1,13,1,Siemens
1416,Smart Speaker,6,7,0,2,12,0,Apple HomePod
1417,Security System,1,8,1,0,30,1,Matrix Comsec
1418,Fridge,1,4,1,4,21,1,Bosch
1419,Microwave,5,5,1,4,2,1,Bosch
1420,Smart Speaker,2,9,1,4,53,0,Amazon Echo
1421,Camera,1,8,1,3,18,0,Samsung
1422,Microwave,1,3,0,1,28,0,Sharp
1423,Thermostat,7,3,0,2,4,0,Tado
1424,Induction,7,7,1,0,42,1,Kenmore
1425,Microwave,3,6,0,1,43,0,Haier
1426,Fridge,5,2,1,2,53,1,Bosch
1427,Thermostat,4,3,1,3,6,1,Johnson Controls
1428,Dishwasher,5,9,1,2,38,0,Samsung
1429,Lights,6,7,1,1,9,1,Osram
1430,Induction,5,10,0,2,20,0,Samsung
1431,Washing Machine,2,8,0,0,45,0,Panasonic
1433,Air Conditioner,4,2,0,0,37,0,LG Electronics
1434,Smart Speaker,7,8,1,3,38,0,Sony
1435,Lights,5,0,0,3,4,0,Bajaj Electricals
1436,Air Conditioner,7,7,1,2,38,0,Gree
1437,Fridge,8,5,1,0,50,1,LG Electronics
1438,Fridge,1,4,1,3,13,1,Voltas Beko
1439,Thermostat,6,9,0,3,55,0,Honeywell
1440,Smart Speaker,5,9,0,2,35,0,Sony
1441,Induction,8,0,1,1,30,1,Whirlpool
1442,Air Conditioner,8,6,0,1,42,0,Trane
1443,Security System,6,4,0,4,4,0,CP Plus
1444,Fan,2,4,0,4,25,0,Usha
1445,Vacuum Cleaner,6,8,0,3,31,0,Miele
1446,Camera,1,3,0,1,47,0,Nikon
1447,Fan,6,9,0,3,12,0,Orient Electric
1448,Fridge,7,2,0,0,15,1,Whirlpool
1449,Fan,3,7,0,1,53,0,Superfan
1450,Camera,5,7,0,1,57,0,Pentax
1451,Air Conditioner,4,3,0,1,26,0,Fujitsu
1452,Security System,4,3,0,4,58,0,Godrej Security Solutions
1453,Dishwasher,3,8,0,2,10,0,Electrolux
1454,Thermostat,6,8,0,2,12,0,Siemens
1455,Induction,8,3,1,4,58,1,Frigidaire
1456,Air Conditioner,8,5,1,4,22,1,Carrier
1457,Dishwasher,2,1,0,4,40,0,Whirlpool
1458,Induction,7,2,0,2,53,0,Bosch
1459,Microwave,6,5,0,3,21,0,LG Electronics
1460,Vacuum Cleaner,2,1,1,4,35,1,Bissell
1461,Fan,1,8,1,3,7,0,Bajaj Electricals
1462,Vacuum Cleaner,2,7,0,3,18,0,Miele
1463,Microwave,7,9,0,0,27,0,Sharp
1464,Washing Machine,5,7,0,2,35,0,Godrej Appliances
1465,Vacuum Cleaner,6,9,0,3,47,0,Shark
1466,Fridge,2,6,0,2,2,0,Haier
1467,Dishwasher,6,6,1,2,32,1,Miele
1469,Vacuum Cleaner,3,6,1,2,45,0,iRobot
1470,Dishwasher,5,0,0,3,24,0,GE Appliances
1471,Fridge,1,7,0,1,20,0,Hitachi
1472,Fan,7,9,1,3,10,1,Usha
1473,Microwave,2,8,1,3,56,0,Whirlpool
1474,Thermostat,5,6,0,2,24,0,Sensi
1475,Induction,3,7,1,3,24,1,Samsung
1476,Fridge,5,10,0,1,24,0,Bosch
1477,Fan,1,1,1,2,40,0,Atomberg Technologies
1479,Microwave,7,3,0,3,57,0,LG Electronics
1480,Microwave,2,6,0,3,48,0,Morphy Richards
1481,Washing Machine,7,6,1,0,34,1,Samsung
1482,Air Conditioner,8,2,0,4,41,0,Daikin
1483,Vacuum Cleaner,2,2,1,4,40,0,Electrolux
1484,Dishwasher,2,6,1,1,11,0,LG Electronics
1485,Lights,5,1,0,4,26,0,Eveready
1486,Washing Machine,8,3,1,0,1,1,Voltas Beko
1487,Fan,7,8,0,1,30,0,Usha
1488,Lights,4,3,0,4,53,0,Eveready
1489,Lights,6,5,1,1,43,1,Osram
1490,Smart Speaker,1,9,0,4,18,0,Sonos
1491,Thermostat,8,2,1,4,26,1,Lux Products Corporation
1492,Thermostat,8,4,1,4,53,1,Johnson Controls
1493,Microwave,1,6,0,3,47,0,LG Electronics
1494,Vacuum Cleaner,3,8,0,4,56,0,iRobot
1495,Smart Speaker,1,9,1,3,9,0,Sonos
1496,Air Conditioner,2,9,0,2,9,0,Daikin
1497,Air Conditioner,7,8,1,0,1,1,Panasonic
1498,Air Conditioner,3,2,1,1,7,1,Carrier
1499,Air Conditioner,1,0,1,1,44,0,Panasonic
1500,Dishwasher,3,4,1,2,59,1,Maytag
1501,Camera,8,2,1,4,56,1,Olympus
1502,Induction,5,7,0,0,42,0,GE Appliances
1503,Thermostat,3,7,1,2,51,0,Emerson
1504,Security System,1,1,1,2,16,1,Dahua Technology India
1505,Dishwasher,8,8,1,1,38,0,Bosch
1506,Washing Machine,7,3,1,3,11,1,Haier
1507,Air Conditioner,2,4,1,3,51,0,Fujitsu
1508,Induction,1,7,1,4,25,0,Frigidaire
1509,Induction,1,4,0,4,29,0,Fisher & Paykel
1510,Security System,1,4,0,2,19,0,Zicom
1511,Dishwasher,5,1,1,4,18,1,Samsung
1512,Washing Machine,7,4,1,3,57,1,Whirlpool
1513,Air Conditioner,4,8,1,0,47,1,Gree
1514,Vacuum Cleaner,7,9,0,1,59,0,Bissell
1515,Washing Machine,4,4,1,3,29,1,Whirlpool
1516,Air Conditioner,6,4,1,4,16,1,Samsung
1517,Thermostat,6,7,1,1,46,0,Emerson
1518,Vacuum Cleaner,2,9,1,1,40,0,Bissell
1519,Fan,3,3,1,2,8,1,Khaitan Electricals
1520,Air Conditioner,5,4,1,4,34,1,Trane
1521,Security System,1,8,0,2,6,0,CP Plus
1522,Microwave,3,6,1,1,45,0,Whirlpool
1523,Vacuum Cleaner,4,1,1,2,45,1,Hoover
1524,Lights,8,6,1,4,53,0,Philips
1525,Smart Speaker,4,2,1,3,30,1,Bose
1526,Air Conditioner,7,5,1,0,44,1,LG Electronics
1527,Security System,4,5,1,3,34,1,Top Notch Infotronix
1528,Washing Machine,6,9,1,1,21,1,Siemens
1529,Fridge,5,5,1,3,52,1,Whirlpool
1530,Dishwasher,7,3,1,2,57,1,KitchenAid
1531,Microwave,3,2,0,4,12,0,Bosch
1532,Camera,5,9,0,3,49,0,Panasonic
1533,Induction,5,2,0,3,6,0,Kenmore
1534,Lights,3,4,1,4,39,1,Bajaj Electricals
1535,Microwave,1,2,0,2,6,0,Morphy Richards
1536,Induction,1,8,0,0,53,0,Samsung
1538,Dishwasher,7,4,0,1,53,0,Miele
1539,Microwave,2,4,1,2,9,1,Samsung
1540,Vacuum Cleaner,2,9,0,2,5,0,iRobot
1541,Fridge,6,6,0,3,10,0,Voltas Beko
1542,Vacuum Cleaner,3,7,1,4,47,0,Shark
1543,Vacuum Cleaner,4,9,0,3,8,0,Hoover
1544,Dishwasher,1,9,1,3,23,0,Miele
1545,Smart Speaker,8,3,0,4,4,0,JBL
1546,Washing Machine,7,10,0,1,58,0,Bosch
1547,Smart Speaker,7,0,0,4,37,0,Sony
1548,Camera,3,4,1,3,7,1,Leica
1549,Camera,6,9,0,0,6,0,Leica
1550,Camera,1,3,0,4,45,0,Canon
1553,Dishwasher,5,6,0,4,15,0,Maytag
1554,Fridge,4,4,0,2,35,0,Whirlpool
1555,Security System,4,7,0,2,50,0,Hikvision India
1557,Thermostat,3,7,1,3,14,1,Tado
1558,Washing Machine,6,2,1,4,35,1,Bosch
1559,Smart Speaker,4,9,1,0,11,1,Sony
1560,Fan,6,3,0,3,10,0,Anchor Electricals
1561,Air Conditioner,2,2,0,4,17,0,Fujitsu
1562,Security System,7,1,0,4,13,0,Zicom
1563,Security System,5,6,0,4,57,0,Dahua Technology India
1564,Microwave,2,1,0,4,34,0,Whirlpool
1565,Vacuum Cleaner,2,1,1,4,45,0,Electrolux
1566,Fridge,5,3,1,2,51,1,Voltas Beko
1567,Lights,7,3,1,1,5,1,Osram
1568,Thermostat,3,6,0,1,48,0,Siemens
1569,Fan,2,8,1,4,10,0,Usha
1570,Dishwasher,7,8,1,3,32,1,Whirlpool
1571,Washing Machine,5,3,1,0,12,1,Haier
1572,Fan,4,3,1,4,52,1,Khaitan Electricals
1573,Smart Speaker,4,10,0,0,13,0,JBL
1574,Fridge,2,0,0,2,21,0,Voltas Beko
1575,Washing Machine,5,9,1,1,48,0,Haier
1576,Thermostat,3,2,1,2,54,1,Honeywell
1577,Dishwasher,8,9,1,3,53,0,Samsung
1578,Fridge,4,3,1,3,58,1,Godrej Appliances
1579,Microwave,4,4,1,4,33,1,Bosch
1580,Thermostat,5,7,1,3,54,0,Nest Labs
1581,Fan,7,6,1,3,41,0,Crompton Greaves
1582,Dishwasher,6,3,1,2,48,1,Fisher & Paykel
1583,Fan,4,6,1,0,51,1,Gorilla
1584,Air Conditioner,6,7,0,1,47,0,Mitsubishi Electric
1585,Air Conditioner,5,1,1,3,50,1,Gree
1586,Dishwasher,4,0,0,3,54,0,Fisher & Paykel
1587,Fridge,2,5,0,2,32,0,LG Electronics
1588,Lights,4,1,1,1,12,1,GE Lighting
1589,Dishwasher,2,7,1,2,46,0,LG Electronics
1590,Vacuum Cleaner,7,2,0,0,35,1,Black+Decker
1591,Dishwasher,3,4,0,2,36,0,Bosch
1592,Smart Speaker,8,2,1,1,38,1,Apple HomePod
1593,Air Conditioner,4,6,0,1,48,0,Carrier
1594,Fridge,5,1,1,3,28,1,Siemens
1595,Camera,4,0,1,0,13,1,Canon
1596,Fridge,1,1,0,4,12,0,Hitachi
1597,Fan,3,10,1,3,22,1,Gorilla
1598,Fan,1,2,0,2,44,0,Atomberg Technologies
1599,Camera,5,7,1,2,2,1,GoPro
1600,Camera,4,1,1,1,29,1,Sony
1601,Thermostat,6,1,0,1,13,0,Honeywell
1602,Camera,2,5,0,1,35,0,Nikon
1603,Smart Speaker,1,5,1,4,13,1,Bowers & Wilkins
1604,Lights,3,10,1,4,57,0,Osram
1605,Fan,7,9,0,3,34,0,Gorilla
1606,Dishwasher,6,8,1,4,19,1,Fisher & Paykel
1607,Fan,3,6,0,1,9,0,Orient Electric
1608,Camera,4,5,0,3,52,0,Nikon
1609,Dishwasher,1,4,0,3,31,0,Samsung
1610,Dishwasher,8,9,1,0,33,1,Bosch
1611,Vacuum Cleaner,5,6,0,4,27,0,Electrolux
1612,Thermostat,2,6,1,2,45,0,Nest Labs
1613,Microwave,5,2,0,2,2,0,Whirlpool
1614,Camera,1,1,1,0,15,1,Fujifilm
1615,Fridge,8,9,1,1,19,1,LG Electronics
1616,Air Conditioner,2,3,0,0,57,0,Haier
1617,Vacuum Cleaner,5,4,0,1,31,0,Shark
1618,Induction,2,1,0,4,57,0,KitchenAid
1619,Air Conditioner,6,8,1,4,16,1,Gree
1620,Security System,6,0,1,3,43,1,Godrej Security Solutions
1621,Microwave,5,8,1,3,15,1,Sharp
1622,Microwave,5,1,0,3,6,0,IFB
1623,Lights,7,9,0,3,14,0,Bajaj Electricals
1624,Dishwasher,1,7,0,2,27,0,Bosch
1625,Induction,3,2,0,3,38,0,GE Appliances
1626,Vacuum Cleaner,2,6,0,3,19,0,Kenmore
1627,Vacuum Cleaner,8,3,1,3,37,1,Miele
1628,Air Conditioner,3,2,0,1,43,0,Haier
1629,Security System,6,9,1,3,4,1,Top Notch Infotronix
1630,Thermostat,6,4,0,0,58,0,Emerson
1631,Microwave,2,4,0,3,26,0,GE Appliances
1632,Microwave,2,2,0,3,9,0,Sharp
1633,Lights,2,4,0,2,41,0,Eveready
1634,Microwave,3,9,0,3,49,0,GE Appliances
1635,Washing Machine,2,4,1,1,40,0,LG Electronics
1637,Camera,7,9,1,3,41,0,Panasonic
1638,Fan,8,2,1,3,37,1,Khaitan Electricals
1639,Dishwasher,3,2,1,3,4,1,LG Electronics
1640,Air Conditioner,3,9,1,2,26,1,Trane
1642,Fridge,5,0,0,2,18,0,Siemens
1643,Microwave,7,3,0,2,41,0,Morphy Richards
1644,Thermostat,1,6,0,2,53,0,Tado
1645,Induction,1,8,0,1,59,0,Fisher & Paykel
1646,Security System,6,1,1,4,35,1,Godrej Security Solutions
1647,Lights,5,1,0,1,54,0,Bajaj Electricals
1648,Washing Machine,1,9,0,1,41,0,Whirlpool
1649,Washing Machine,5,8,1,4,41,0,Godrej Appliances
1650,Vacuum Cleaner,3,6,0,1,29,0,Shark
1651,Air Conditioner,3,8,0,4,53,0,Carrier
1652,Induction,6,4,1,3,24,1,Bosch
1653,Microwave,7,8,0,2,4,0,Bosch
1654,Washing Machine,3,4,1,1,21,1,Haier
1655,Smart Speaker,8,3,1,4,39,1,Amazon Echo
1656,Fan,3,7,0,0,7,0,Orient Electric
1657,Thermostat,6,4,1,1,23,1,Ecobee
1658,Lights,4,10,0,1,40,0,Wipro Lighting
1659,Induction,7,4,0,4,59,0,Miele
1660,Dishwasher,7,9,0,0,21,0,Electrolux
1661,Air Conditioner,1,9,1,0,1,1,Panasonic
1662,Fridge,8,2,1,3,59,1,Voltas Beko
1663,Microwave,7,8,1,1,41,0,Panasonic
1664,Dishwasher,6,4,1,2,25,1,Electrolux
1665,Vacuum Cleaner,2,9,1,1,31,0,Bissell
1666,Vacuum Cleaner,6,5,1,2,55,1,Shark
1667,Lights,7,7,1,2,44,0,Wipro Lighting
1668,Induction,2,5,1,4,38,0,Whirlpool
1669,Security System,8,2,1,1,45,1,CP Plus
1670,Microwave,1,2,1,4,5,1,Samsung
1671,Vacuum Cleaner,1,4,1,3,53,0,iRobot
1672,Dishwasher,4,8,0,2,31,0,Fisher & Paykel
1673,Microwave,5,6,1,0,51,1,GE Appliances
1674,Fan,5,7,0,2,58,0,Usha
1676,Fridge,8,5,0,2,54,0,Hitachi
1677,Air Conditioner,1,1,0,4,56,0,Haier
1678,Fan,1,8,1,1,30,0,Superfan
1680,Air Conditioner,5,4,0,4,8,0,Samsung
1681,Fridge,7,0,0,1,56,0,Siemens
1682,Security System,5,2,1,0,26,1,Hikvision India
1683,Induction,7,7,0,3,40,0,KitchenAid
1685,Camera,4,8,1,0,15,1,Canon
1686,Vacuum Cleaner,4,3,1,3,19,1,Electrolux
1687,Fridge,4,8,1,1,10,1,Haier
1688,Microwave,1,7,1,0,24,1,Morphy Richards
1689,Lights,6,3,1,3,16,1,Eveready
1690,Camera,4,6,1,1,43,0,Nikon
1691,Camera,6,2,1,4,31,1,Canon
1692,Induction,4,5,1,2,44,1,Electrolux
1693,Air Conditioner,1,9,1,3,16,0,Trane
1694,Fridge,5,4,0,4,16,0,Bosch
1695,Fan,2,8,1,1,28,0,Orient Electric
1696,Fridge,7,6,0,0,20,0,Godrej Appliances
1697,Security System,5,2,0,2,35,0,Zicom
1698,Microwave,1,6,1,1,59,0,Bosch
1699,Thermostat,8,5,1,3,9,1,Ecobee
1700,Lights,4,4,1,2,40,1,Eveready
1701,Dishwasher,1,1,1,4,10,1,Electrolux
1702,Vacuum Cleaner,5,4,0,2,45,0,Bissell
1703,Smart Speaker,2,1,0,4,18,0,Harman Kardon
1704,Camera,6,1,1,1,45,1,Nikon
1705,Thermostat,7,4,0,0,45,0,Emerson
1706,Induction,8,3,1,2,15,1,Fisher & Paykel
1707,Security System,4,9,0,0,45,0,Godrej Security Solutions
1708,Dishwasher,4,4,0,0,30,1,Bosch
1709,Washing Machine,6,8,1,2,48,0,Bosch
1710,Smart Speaker,1,5,1,2,32,0,Apple HomePod
1711,Microwave,4,7,0,0,40,0,IFB
1712,Thermostat,4,3,1,3,27,1,Schneider Electric
1713,Thermostat,1,9,0,3,27,0,Johnson Controls
1714,Induction,3,5,1,2,19,1,Electrolux
1715,Fan,7,8,1,0,10,1,Bajaj Electricals
1716,Lights,7,4,1,0,44,1,Havells
1717,Washing Machine,1,1,1,1,46,0,IFB
1718,Dishwasher,1,7,1,0,6,1,Fisher & Paykel
1719,Security System,2,0,1,3,53,0,Larsen & Toubro (L&T) Technology Services
1720,Fridge,7,5,1,1,24,1,Voltas Beko
1721,Induction,1,2,0,3,9,0,Miele
1722,Smart Speaker,6,6,1,4,27,1,Ultimate Ears
1723,Smart Speaker,1,10,0,2,7,0,Ultimate Ears
1724,Washing Machine,5,5,1,4,6,1,Haier
1725,Fan,3,8,0,2,54,0,Atomberg Technologies
1726,Smart Speaker,6,5,1,3,33,1,Apple HomePod
1727,Lights,2,5,1,3,21,0,Philips
1728,Induction,5,9,0,4,46,0,Samsung
1729,Induction,2,9,1,2,56,0,Whirlpool
1730,Fridge,6,8,1,2,38,0,Hitachi
1731,Security System,7,3,1,1,44,1,Secureye
1732,Smart Speaker,1,5,1,0,17,1,Amazon Echo
1733,Washing Machine,7,2,1,1,31,1,Whirlpool
1734,Vacuum Cleaner,5,4,0,3,37,0,iRobot
1735,Thermostat,1,5,1,4,11,1,Johnson Controls
1736,Air Conditioner,4,8,0,2,28,0,Trane
1737,Thermostat,1,9,0,1,5,0,Lux Products Corporation
1738,Security System,6,4,0,4,12,0,CP Plus
1739,Lights,6,0,0,4,3,0,Crompton
1740,Lights,1,9,0,0,56,0,Eveready
1741,Fridge,4,2,0,2,41,0,Samsung
1742,Fridge,7,6,0,4,38,0,Bosch
1743,Induction,7,0,0,2,54,0,GE Appliances
1744,Fridge,4,4,1,1,2,1,Godrej Appliances
1745,Fridge,8,10,0,4,26,0,Bosch
1746,Fridge,4,1,1,4,2,1,LG Electronics
1747,Camera,3,4,0,1,54,0,Samsung
1748,Induction,7,3,0,2,12,0,Electrolux
1749,Lights,4,9,1,2,40,0,Surya Roshni
1750,Microwave,4,9,0,4,2,0,LG Electronics
1751,Camera,4,2,1,1,41,1,Canon
1752,Dishwasher,7,1,0,3,16,0,Fisher & Paykel
1753,Washing Machine,7,6,1,2,30,1,Haier
1754,Washing Machine,3,3,1,3,57,1,Whirlpool
1755,Smart Speaker,3,7,0,4,47,0,Bowers & Wilkins
1756,Camera,4,0,0,3,46,0,Leica
